paper_id	0	1	2	3	4	5	6	7	8	decision
1z9VTrxCgf	6.0	3.0	5.0	5.0						Unknown
CEhy-i7_KfC	3.0	3.0	3.0	3.0	3.0					Unknown
gmSZ-GPNY6	6.0	5.0	3.0	5.0						Unknown
V5NFgHyNBI8	3.0	5.0	3.0	5.0						Unknown
jpR98ZdIm2q	3.0	6.0	8.0	6.0						Unknown
nYOlSqq9nv2	6.0	3.0	6.0							Unknown
3UHoYrglYkG	5.0	5.0	8.0	8.0						Unknown
rnN4pHyf6jD	5.0	3.0	8.0	5.0	6.0					Unknown
JtC6yOHRoJJ	8.0	8.0	3.0							Unknown
Ih0fKoIUyEh	6.0	1.0	5.0	6.0						Unknown
fvvcpsEl3Z6	5.0	6.0	3.0	5.0						Unknown
ip0ENxmhIja	3.0	3.0	5.0	3.0						Unknown
8thVleggPV_	5.0	6.0	6.0	5.0						Unknown
zGy_wqpRGTa	3.0	6.0	8.0	3.0						Unknown
mTOB_VK_BWk	3.0	8.0	3.0	3.0						Unknown
sWOsRj4nT1n	5.0	8.0	6.0							Unknown
mkJm5Uy4HrQ	6.0	3.0	5.0	6.0						Unknown
4wXotzMJ7Wo	3.0	3.0	5.0	3.0						Unknown
lu6qxw6-QEV	5.0	5.0	8.0	5.0						Unknown
zZXwDQFxwib	5.0	5.0	3.0	5.0						Unknown
DpE5UYUQzZH	3.0	8.0	8.0	5.0						Unknown
VHyurNEKJBh	3.0	6.0	3.0	6.0						Unknown
W0VPud1QV69	5.0	5.0	6.0							Unknown
fZxdcpfwTQb	3.0	3.0	3.0	5.0						Unknown
2outcw5N9wH	6.0	3.0	3.0	3.0						Unknown
ovZE0KsbM3S	8.0	5.0	6.0	6.0	8.0					Unknown
ZrEbzL9eQ3W	5.0	3.0	6.0	6.0						Unknown
uqLDy0HGPR7	3.0	5.0	8.0	3.0						Unknown
nJuzV-izmPJ	3.0	5.0	5.0							Unknown
jCHRWpXk1pD	5.0	5.0	5.0	5.0						Unknown
HQ67mj5rJdR	6.0	1.0	8.0	6.0						Unknown
AYvLkPnDguL	5.0	8.0	3.0	6.0						Unknown
HTKSDFhGYhQ	5.0	6.0	5.0	5.0						Unknown
MFD2b2cwr5d	3.0	3.0	5.0	5.0						Unknown
jPVAFXHlbL	6.0	3.0	6.0	3.0						Unknown
sRQNwKcE2X	5.0	3.0	3.0	3.0						Unknown
nIGza1_wxk	8.0	5.0	5.0	5.0						Unknown
z37tDDHHgi	3.0	6.0	1.0	6.0						Unknown
ZljQYfl8SJ	6.0	5.0	3.0							Unknown
xE-LtsE-xx	8.0	5.0	6.0	8.0						Unknown
oJZ8bPtCar	6.0	8.0	6.0	8.0						Unknown
bsZULlDGXe	6.0	5.0	5.0	8.0						Unknown
9F_xlC7sk9	6.0	6.0	5.0	8.0						Unknown
tK9UwBsQK9	3.0	3.0	3.0	3.0						Unknown
dN70O8pmW8	5.0	3.0	6.0	3.0						Unknown
PHtzmXK8am	6.0	6.0	8.0	8.0						Unknown
x70_D-KGEMx	3.0	3.0	3.0	1.0						Unknown
sWSWudSpYy	3.0	3.0	3.0	6.0						Unknown
Af43zsue7kw	3.0	3.0	5.0							Unknown
8re-nA0wDxW	6.0	3.0	1.0	3.0						Unknown
ZqK0Hnlqo-	5.0	6.0	3.0	6.0						Unknown
v71SH44HD8	3.0	5.0	5.0							Unknown
E8mzu3JbdR	8.0	3.0	6.0							Unknown
SZynfVLGd5	6.0	5.0	5.0	6.0						Unknown
zMVCSe945x	3.0	3.0	5.0	5.0						Unknown
lLp-C5nTdJG	6.0	8.0	6.0							Unknown
wkU9ezzXbHk	6.0	3.0	3.0	5.0						Unknown
q9VherQJd8_	5.0	8.0	6.0							Unknown
noJYC9HMP42	3.0	3.0	5.0	6.0						Unknown
Su84ELBdm5U	5.0	3.0	5.0							Unknown
8znaO_qG0H	3.0	3.0	6.0	5.0						Unknown
AsOLzq1S-p	3.0	5.0	6.0	6.0						Unknown
sz_iMI6IPM	5.0	3.0	3.0	3.0						Unknown
6xXtM8bFFJ	6.0	8.0	5.0	6.0						Unknown
ApF0dmi1_9K	6.0	5.0	6.0	6.0						Unknown
H0HGljkxQFN	5.0	6.0	5.0	6.0						Unknown
sW4dg6x_sGv	3.0	1.0	5.0	5.0						Unknown
6BdJ5G5wEdp	5.0	3.0	5.0							Unknown
bAMTaeqluh4	5.0	6.0	5.0	6.0						Unknown
IXsI73NDuqN	5.0	6.0	3.0	6.0						Unknown
CgCmwcfgEdH	8.0	3.0	8.0							Unknown
yzHn1QejdT4	5.0	5.0	5.0							Unknown
ndYXTEL6cZz	3.0	6.0	8.0	5.0						Unknown
rwo-ls5GqGn	6.0	5.0	6.0	6.0						Unknown
kQxry8Z6Fd9	6.0	5.0	8.0							Unknown
f6cywgfd11	3.0	3.0	3.0	5.0						Unknown
w2P7fMy_RH	3.0	8.0	8.0							Unknown
K9RHxPpjn2	8.0	6.0	6.0							Unknown
ppxKnb1SIB	5.0	5.0	5.0	6.0						Unknown
uAmv2zRAWn	5.0	6.0	3.0	5.0						Unknown
NEtep2C7yD	6.0	6.0	6.0	5.0						Unknown
ZcnzsHC10Y	8.0	8.0	3.0							Unknown
iUdSB2kK9GY	6.0	6.0	6.0	5.0						Unknown
PEuxUXIMLlA	6.0	6.0	5.0	6.0	8.0					Unknown
hQ9V5QN27eS	8.0	8.0	5.0							Unknown
NVZvalzCLg	8.0	6.0	5.0	6.0						Unknown
AW0i0lOhzqJ										Unknown
P7h7UT9uDzb	3.0	3.0	3.0							Unknown
Pqi9ZxxdjM	3.0	5.0	5.0	6.0						Unknown
vk2855b0aT	3.0	3.0	5.0	3.0						Unknown
1mNssCWt_v	8.0	8.0	8.0	5.0						Unknown
8CDeu0f4i2	6.0	5.0	3.0	3.0						Unknown
1nZelVKqpks	3.0	3.0	3.0	3.0						Unknown
3HnIBTjlXTS	6.0	5.0	5.0	5.0						Unknown
7mgUec-7GMv	6.0	5.0	8.0							Unknown
jK02XX9ZpJkt	6.0	5.0	5.0	5.0						Unknown
0uHNy9jmR7z	3.0	3.0	3.0							Unknown
XhgbD4ZNKFA	5.0	3.0	5.0	3.0						Unknown
wZxuiDFEtyR	3.0	3.0	3.0	5.0						Unknown
fhcu4FBLciL	8.0	6.0	6.0							Unknown
1tfGKiwnJRJ	3.0	5.0	10.0	3.0	3.0					Unknown
EHi_B2stiNs	3.0	3.0	1.0	3.0						Unknown
q_u6UVhenn7	5.0	3.0	5.0							Unknown
6sQr2-BlARv	3.0	5.0	6.0	5.0						Unknown
b1g6e7enW5o	3.0	3.0	3.0	3.0						Unknown
AFhaaOZTkKA	6.0	3.0	3.0	3.0						Unknown
ZRkHGPMY3dd	3.0	3.0	3.0							Unknown
k71IGLC8cfc	8.0	8.0	6.0	6.0						Unknown
CYK7RfcOzQ4	8.0	8.0	8.0	8.0						Unknown
WWYHBZ1wWzp	5.0	6.0	5.0							Unknown
2WklawyeI08	6.0	5.0	6.0	5.0						Unknown
U9HW6vyNClg	6.0	6.0	5.0	6.0						Unknown
FEBCwrGzR3j	5.0	3.0	5.0	3.0						Unknown
54F8woU8vhq	5.0	3.0	1.0	3.0						Unknown
tMg5hKRiW-2	5.0	5.0	5.0	6.0						Unknown
nZ2NtpolC5-	8.0	8.0	5.0	6.0						Unknown
7sWLxZBLPO5	10.0	6.0	3.0							Unknown
69MODRAL5u8	5.0	3.0	5.0	3.0						Unknown
u2e4grt3aKm	3.0	3.0	6.0	6.0						Unknown
-nm-rHXi5ga	8.0	5.0	5.0	6.0						Unknown
zoz7Ze4STUL	6.0	8.0	5.0	5.0						Unknown
ig4E0Y11pX	5.0	5.0	8.0	5.0	10.0					Unknown
XlKwprKzOZ	3.0	3.0	3.0							Unknown
7QTldIMkkqX	3.0	3.0	3.0	3.0						Unknown
7hvbaJ1AbaM	3.0	3.0	5.0	5.0						Unknown
O8Vc52xFSUR	5.0	6.0	5.0							Unknown
-EHqoysUYLx	5.0	8.0	6.0	5.0	6.0	5.0				Unknown
7DtgxVZGj-y	6.0	3.0	1.0	3.0						Unknown
jDOE5xirIJb	5.0	3.0	3.0	3.0						Unknown
2iKvo44-Bya	6.0	1.0	3.0	5.0						Unknown
ZLvwIqjMJtO	5.0	3.0	5.0	5.0						Unknown
bXNl-myZkJl	5.0	6.0	10.0	8.0	5.0					Unknown
W4HBwaybWedX	5.0	3.0	5.0	6.0						Unknown
ek6kvkKb7wm	3.0	5.0	8.0							Unknown
NCNT1r62-UV	3.0	6.0	3.0	3.0						Unknown
sCYXJr3QJM8	8.0	6.0	8.0	8.0						Unknown
DJEEqoAq7to	8.0	8.0	6.0	5.0						Unknown
6G1MXNU8VtV	6.0	3.0	5.0							Unknown
7zxPlqOT5us	5.0	6.0	5.0							Unknown
-WiOF7FTt-n	6.0	5.0	5.0	5.0						Unknown
LVum7knUA7g	5.0	3.0	3.0							Unknown
oqSKdRyYO1g	5.0	5.0	3.0							Unknown
W6topEXC2-v	6.0	5.0	3.0	5.0	6.0					Unknown
J6F3lLg4Kdp	5.0	8.0	8.0	6.0						Unknown
H73xwqPfW2f	3.0	6.0	5.0	3.0						Unknown
TFMEqzfFrP_	5.0	6.0	3.0	3.0						Unknown
qRD7kqmr9HJ	3.0	5.0	5.0							Unknown
cy554rYBzMT	3.0	6.0	3.0							Unknown
wlMDF1jQF86	5.0	6.0	6.0	6.0						Unknown
eEoSHelICSG	3.0	5.0	6.0							Unknown
03sXXjL1um3	3.0	5.0	5.0	5.0	5.0					Unknown
CJd-BtnwtXq	3.0	6.0	8.0							Unknown
ESR6hysKDsW	8.0	3.0	6.0							Unknown
sCrnllCtjoE	5.0	6.0	6.0	6.0						Unknown
dn6_PK73hAY	5.0	5.0	3.0	6.0						Unknown
fkNZtv_-BeW	3.0	5.0	5.0	1.0						Unknown
SMa9EAovKMC	6.0	8.0	8.0	8.0						Unknown
EPUWZhBd9Lb	5.0	3.0	3.0							Unknown
g4OTKRKfS7R	8.0	6.0	8.0	3.0						Unknown
RiTjKoscnNd	5.0	6.0	5.0	6.0						Unknown
sPCKNl5qDps	6.0	5.0	8.0	6.0						Unknown
FU2FX1wDN2x	3.0	3.0	5.0	5.0						Unknown
M_c03_fU2cl	5.0	3.0	5.0	5.0						Unknown
Sh97TNO5YY_	8.0	6.0	5.0	3.0						Unknown
G6-oxjbc_mK	6.0	6.0	5.0	3.0						Unknown
wq0luyH3m4	5.0	6.0	6.0	3.0						Unknown
uVcDssQff_	5.0	8.0	6.0							Unknown
OqPD_6kukm	5.0	3.0	6.0	5.0	3.0					Unknown
w1hwFUb_81	6.0	6.0	5.0	6.0						Unknown
gJW8hSGBys8	8.0	6.0	5.0	5.0						Unknown
zClyiZ5V6sL	6.0	8.0	5.0	6.0						Unknown
0nroZT5gHsS	5.0	6.0	3.0	6.0						Unknown
d5LLy8_6_YV	3.0	6.0	5.0	6.0						Unknown
7AwPeT4XbAh	5.0	3.0	3.0							Unknown
shzu8d6_YAR	5.0	3.0	5.0	8.0						Unknown
Xt87fcPFArU	3.0	1.0	5.0	3.0						Unknown
eoUsOflG7QD	5.0	8.0	3.0							Unknown
1_jtWjhSSkr	8.0	8.0	8.0	6.0	8.0					Unknown
EMvG1Jdhw_8	5.0	3.0	5.0	5.0						Unknown
-wDaB590pkt	3.0	3.0	3.0	1.0						Unknown
GVSf7Z7DbYL	8.0	5.0	6.0	6.0						Unknown
GULFHQfgw0g	5.0	3.0	6.0	8.0						Unknown
tkvyCt1PzpvP	3.0	5.0	3.0							Unknown
b3k_8yKKdag	6.0	6.0	5.0	8.0	3.0	5.0				Unknown
iYvbPx8GTta	5.0	6.0	3.0							Unknown
f_yTeb1v-GW	5.0	5.0	5.0	5.0						Unknown
PYSktOGKBkY	3.0	5.0	5.0	3.0						Unknown
98p5x51L5af	6.0	5.0	6.0	5.0						Unknown
7Di4aNrBAhv	3.0	5.0	3.0	5.0	6.0					Unknown
8TjyUm_XarL	3.0	3.0	6.0	3.0						Unknown
LfdEuhjR5GV	6.0	6.0	5.0	8.0						Unknown
yHY9NbQJ5BP	6.0	5.0	8.0	10.0						Unknown
5Z1rblK1Be5	3.0	6.0	3.0	6.0						Unknown
GF4A49QlqjN	5.0	5.0	6.0							Unknown
ReDQ1OUQR0X	6.0	1.0	3.0							Unknown
VUdMeSbExWg	6.0	5.0	6.0							Unknown
2sAVJZGwQRx	5.0	3.0	3.0							Unknown
mMNimwRb7Gr	8.0	5.0	3.0	6.0						Unknown
xgFfr5IIuXP	3.0	3.0	5.0							Unknown
ZbwqqxW2f-G	8.0	3.0	3.0	3.0						Unknown
XWWAvqMMal5	5.0	5.0	5.0	5.0						Unknown
j3cUWIMsFBN	5.0	5.0	5.0	6.0						Unknown
4nrZXPFN1c4	5.0	6.0	8.0	5.0	5.0					Unknown
eL1iX7DMnPI	6.0	5.0	1.0	5.0						Unknown
PNyvODFNTkZ	3.0	1.0	3.0							Unknown
UaAD-Nu86WX	6.0	6.0	8.0							Unknown
Eo89g5X1m5g	5.0	6.0	5.0	5.0	8.0					Unknown
j6zUzrapY3L	10.0	8.0	6.0	8.0						Unknown
d3QNWD_pcFv	6.0	5.0	6.0	5.0						Unknown
FZCFlj2_c7z	3.0	6.0	8.0	6.0						Unknown
6MMOFoiWnDM	3.0	3.0	5.0	3.0						Unknown
fZb-Mg6Wip5	3.0	5.0	3.0							Unknown
LR_KWiUgS8F										Unknown
QP02DQ-FG-8	3.0	8.0	6.0	3.0						Unknown
oap4aDN9yS2	3.0	3.0	3.0	3.0						Unknown
gUxSHy2mNUh	3.0	3.0	5.0							Unknown
gVOXZproe-e	5.0	6.0	5.0	6.0	6.0					Unknown
QC10RmRbZy9	6.0	3.0	6.0							Unknown
-I2nYWac2Id	3.0	3.0	3.0							Unknown
jQj-_rLVXsj	8.0	6.0	6.0	3.0						Unknown
-1x2-lp1eZf	3.0	3.0	3.0	3.0	5.0					Unknown
qF5G70FqURx	5.0	3.0	5.0	6.0						Unknown
2a5Ru3JtNe0	3.0	3.0	5.0							Unknown
-Y34L45JR6z	5.0	6.0	3.0	5.0						Unknown
B8_T6-8-tCU	5.0	5.0	3.0	8.0						Unknown
6qcYDVlVLnK	5.0	8.0	3.0	3.0	6.0					Unknown
dqnNW2omZL6	6.0	5.0	6.0							Unknown
Zob4P9bRNcK	6.0	8.0	5.0							Unknown
ZxdkjTgK_Dl	5.0	5.0	5.0	8.0						Unknown
h5OpjGd_lo6	5.0	8.0	8.0	5.0						Unknown
fkM4J9CnJBS	3.0	5.0	3.0	5.0						Unknown
6qZC7pfenQm	5.0	6.0	5.0	5.0						Unknown
txlWziuCE5W	5.0	8.0	6.0	5.0						Unknown
9XFX-DdkGp9	6.0	3.0	6.0	8.0	3.0	5.0				Unknown
-t4D61w4zvQ	6.0	3.0	6.0							Unknown
R4oodnmxb9m	3.0	3.0	5.0	5.0						Unknown
rdfgqiwz7lZ	5.0	3.0	5.0	5.0						Unknown
K2d8p6cjSe5	3.0	3.0	5.0	3.0						Unknown
GpicUyuSdTr	5.0	3.0	1.0							Unknown
wVdbbVAVuIH	5.0	3.0	5.0	3.0						Unknown
NPrsUQgMjKK	6.0	5.0	6.0	6.0						Unknown
-4Maz7s3YXz	5.0	3.0	3.0							Unknown
ZKDUlVMqG_O	8.0	5.0	6.0	6.0						Unknown
Uuw51xL-ZHd	3.0	3.0	3.0							Unknown
JHklpEZqduQ	6.0	6.0	3.0							Unknown
4GtbV7o7-6l	3.0	1.0	3.0							Unknown
n6CXWcySQPm	5.0	6.0	3.0	1.0						Unknown
1o5SGx71kAO	5.0	3.0	3.0							Unknown
y6EnaJlhcWZ	6.0	3.0	5.0	5.0						Unknown
qWt3YobXdwe	8.0	3.0	5.0							Unknown
QugfmhDu5Y4	1.0	3.0	3.0	1.0						Unknown
1KaSx3GrBBm										Unknown
r90KYcuB7JS	8.0	6.0	3.0							Unknown
5N0wtJZ89r9	6.0	8.0	8.0	6.0						Unknown
JRFSLFyYAII	5.0	5.0	5.0							Unknown
NYjXrU_f20G	5.0	5.0	8.0							Unknown
dlQIh4mUtQ8	5.0	5.0	3.0	5.0						Unknown
8e5xTOIQpj7	8.0	5.0	5.0	1.0						Unknown
ff_18Qwm13Bp	5.0	3.0	6.0	6.0						Unknown
sVU54nyaA9K	5.0	6.0	6.0	6.0						Unknown
4yqxDCbzS98	1.0	6.0	8.0	6.0						Unknown
YnkGMIh0gvX	6.0	10.0	8.0							Unknown
3l9mLzLa0BA	3.0	5.0	1.0	3.0						Unknown
_02M2MYThLz	5.0	1.0	5.0	5.0						Unknown
aco19TMw9gA	5.0	3.0	5.0							Unknown
pOq1HuMI8Dz	5.0	3.0	3.0	5.0						Unknown
rLguqxYvYHB	8.0	5.0	5.0	1.0						Unknown
R4ETr5gcg5v	5.0	3.0	6.0	6.0	3.0					Unknown
hRfJzvTYvD-	3.0	5.0	5.0							Unknown
JInmhyuvn6	5.0	5.0	5.0							Unknown
CS7dB_FnGx	3.0	3.0	3.0	3.0						Unknown
hmpjFiUly1	8.0	6.0	6.0	5.0	5.0					Unknown
-x5WuMO4APy	3.0	3.0	6.0	5.0						Unknown
P5ZTXA7zy6	3.0	3.0	5.0	3.0						Unknown
UVAmFAtC5ye	6.0	5.0	6.0							Unknown
aBWnqqsuot7	5.0	5.0	6.0							Unknown
Ew9gIwAQ7wr	3.0	5.0	3.0							Unknown
kPLzOfPfA2l	8.0	6.0	3.0	5.0						Unknown
hNmf1gnVllX	6.0	8.0	3.0							Unknown
d1LQQzVFkSL	3.0	5.0	5.0	5.0						Unknown
BEpJFTH50iT	1.0	1.0	3.0	3.0						Unknown
aBIpZvMdS56	8.0	3.0	5.0	5.0						Unknown
zoTUH3Fjup	8.0	6.0	6.0							Unknown
BPwIgvf5iQ	6.0	3.0	5.0	8.0						Unknown
H4Ncs5jhTCu	5.0	5.0	8.0	5.0						Unknown
XfQlcpWESqV	5.0	6.0	5.0							Unknown
P0bfBJaD4KP	1.0	1.0	6.0	5.0	1.0					Unknown
GNjzMAgawq	6.0	8.0	6.0	5.0	5.0					Unknown
tYIMtogyee	8.0	8.0	6.0							Unknown
r0otLtOwYW	5.0	5.0	5.0	8.0						Unknown
XRPcmvMFFe	5.0	8.0	3.0							Unknown
aqIvCsRsYt	3.0	5.0	3.0	5.0						Unknown
4WoJDxyCxq	3.0	3.0	1.0	3.0	5.0					Unknown
Uzng0zolM8	1.0	1.0	3.0							Unknown
cS45VNtZLW	5.0	5.0	5.0	5.0						Unknown
_QRMikPHXL	3.0	5.0	5.0	5.0						Unknown
VIwEYmMID9R	5.0	6.0	5.0	5.0						Unknown
Tg9AvNbTUJo	3.0	6.0	3.0							Unknown
x4XN_dP6mrQ	5.0	3.0	3.0							Unknown
nd8Z_Xbdrfx	3.0	3.0	5.0	3.0						Unknown
MpikUXtGQCI	3.0	3.0	6.0	5.0						Unknown
KB1sc5pNKFv	5.0	6.0	6.0	5.0						Unknown
7JsGYvjE88d	8.0	6.0	5.0	8.0						Unknown
IVESH65r0Ar	3.0	8.0	6.0	8.0						Unknown
bTy4D3KHwWU	5.0	5.0	6.0							Unknown
4NT3umNU3D0	3.0	5.0	5.0	3.0						Unknown
ZsCgBR1qvo	6.0	6.0	6.0	3.0						Unknown
bcYZwYo-0t	5.0	5.0	5.0	6.0						Unknown
HHcl-5chhkt	6.0	6.0	3.0	6.0						Unknown
S5RYm-9Q4o	3.0	5.0	3.0	1.0						Unknown
OboQ71j1Bn	6.0	5.0	6.0	5.0						Unknown
wekD3L39fk	5.0	5.0	3.0	6.0						Unknown
-9PVqZ-IR_	8.0	8.0	8.0							Unknown
XIIynqbMXgR	5.0	3.0	8.0							Unknown
7WiIzqeqBNL	5.0	3.0	8.0	3.0						Unknown
u9hnCwX99I1	5.0	5.0	5.0	5.0						Unknown
N9Pk5iSCzAn	8.0	6.0	5.0	6.0						Unknown
3qvEPE6q4L	3.0	3.0	6.0	3.0						Unknown
_GstklGE4l	3.0	1.0	1.0							Unknown
PQfP-d9BWkF	5.0	3.0	1.0							Unknown
kD2J9vcfByo	6.0	5.0	3.0	5.0						Unknown
2XLRBjY46O6	3.0	8.0	8.0							Unknown
PxohstFQm9q	6.0	5.0	5.0	5.0						Unknown
fCbTxKYJovs	3.0	5.0	3.0	3.0						Unknown
p6qlG1zXs9v	3.0	3.0	5.0	6.0						Unknown
DClS-1HQ_0P	6.0	3.0	3.0	6.0						Unknown
c2X1Qa9K3bD	3.0	3.0	6.0	6.0						Unknown
0qnryNf6XwR	5.0	5.0	5.0							Unknown
Z4Kexjh34vT	3.0	3.0	3.0							Unknown
bSuY3hSRJPP	3.0	5.0	8.0							Unknown
3Z-xKxKc-R	5.0	6.0	6.0	1.0						Unknown
KiT3-iN8wHJ	3.0	3.0	5.0							Unknown
vINj_Hv9szL	6.0	5.0	5.0							Unknown
WK22pk7bSFR	5.0	6.0	5.0							Unknown
jHc8dCx6DDr	3.0	5.0	8.0	5.0						Unknown
cri2n_3PJAw	3.0	5.0	3.0							Unknown
53yQBJNQVJu	5.0	5.0	1.0							Unknown
7KdrFjpmJf7	1.0	3.0	6.0	5.0						Unknown
kjkdzBW3b8p	5.0	6.0	6.0	5.0						Unknown
Mg5CLXZgvLJ	6.0	3.0	3.0							Unknown
UY5zS0OsK2e	5.0	8.0	10.0	5.0						Unknown
cytNlkyjWOq	5.0	6.0	5.0	3.0						Unknown
5ohslQBnxUw										Unknown
aS1Ef2vkIkR	3.0	6.0	5.0							Unknown
p8coElqiSDw	5.0	8.0	6.0							Unknown
QB1dMPEXau5	8.0	6.0	5.0	8.0						Unknown
XKQU-afvHOd	5.0	5.0	5.0	5.0						Unknown
72ICa7Wb4ui	3.0	5.0	6.0							Unknown
xFnban3-LC	3.0	5.0	5.0							Unknown
0f-0I6RFAch	8.0	3.0	5.0	6.0						Unknown
F0KTk2plQzO	6.0	3.0	6.0	5.0						Unknown
ctnmrjv6lU5	5.0	8.0	3.0	3.0						Unknown
8xoV4ZrIgbk	6.0	5.0	5.0							Unknown
Ms1Zs8s7rg	5.0	5.0	5.0	8.0						Unknown
Dk7QQp8jHEo	5.0	6.0	6.0	8.0						Unknown
W6t8U1eGvSj	1.0	5.0	5.0							Unknown
8u9eXwu5GAb	8.0	6.0	5.0	5.0						Unknown
gRgCyyYBR4o	8.0	3.0	3.0							Unknown
oBXFemWGPWN	5.0	3.0	3.0	5.0						Unknown
HNcqEt0zuMo	3.0	5.0	8.0	3.0						Unknown
bkxynaG3Vm7	5.0	5.0	5.0	3.0						Unknown
bvpkw7UIRdU	6.0	8.0	8.0	6.0						Unknown
U7CMcGV6LYM	3.0	3.0	5.0	3.0						Unknown
AV_bv4Ydcr9	5.0	6.0	3.0	5.0	5.0					Unknown
BrKY4Wr6dk2	3.0	3.0	5.0	5.0						Unknown
Hv57u3WQ0WZ	5.0	5.0	5.0	3.0						Unknown
SdBfRJE9SX-	3.0	5.0	3.0	5.0						Unknown
sb-IkS8DQw2	6.0	6.0	8.0	8.0						Unknown
wtcud6HroZr	5.0	6.0	8.0							Unknown
ApV_xBR9UUC	5.0	3.0	3.0	3.0						Unknown
4Sp2v2DQcxX	6.0	5.0	3.0	5.0						Unknown
WgvAB2ffyR	5.0	3.0	3.0	3.0						Unknown
XrMWUuEevr	6.0	6.0	8.0	8.0						Unknown
FZAKltxF4y2	3.0	3.0	5.0	3.0						Unknown
BcmrpOpUGN2	8.0	5.0	3.0							Unknown
9OoFFWDPDQ	8.0	5.0	5.0	5.0						Unknown
EzLtB4M1SbM	6.0	5.0	8.0	5.0						Unknown
FWPLpE981t	3.0	5.0	3.0	5.0						Unknown
yTbNYYcopd	8.0	6.0	6.0							Unknown
-azium0cV9	3.0	8.0	6.0	5.0	3.0	8.0				Unknown
SrC-nwieGJ	8.0	6.0	10.0							Unknown
zYWtq_HUCoi	5.0	5.0	5.0							Unknown
ifaAztwEHIN	3.0	6.0	5.0	5.0						Unknown
blCpfjAeFkn	3.0	3.0	3.0	3.0	6.0					Unknown
lUpjsrKItz4	6.0	6.0	3.0	8.0						Unknown
XE0cIoi-sZ1	3.0	5.0	8.0	3.0						Unknown
BN_P4LNiK2	3.0	6.0	6.0							Unknown
v4ePDrH91D	3.0	5.0	3.0							Unknown
ApNK_ApJoec	6.0	5.0	5.0	3.0						Unknown
AeTl9sbF-VT	3.0	5.0	3.0	5.0						Unknown
uu1GBD9SlLe	6.0	3.0	6.0	5.0						Unknown
v8JIQdiN9Sh	5.0	6.0	5.0	5.0						Unknown
ZIkHSXzd9O7	5.0	8.0	5.0							Unknown
aBFFLGhi381	1.0	5.0	3.0							Unknown
6K2RM6wVqKu	10.0	8.0	3.0							Unknown
22z1JIM6mwI	5.0	3.0	3.0							Unknown
96kgRrpnkgS	5.0	5.0	5.0							Unknown
Nn-7OXvqmSW	6.0	5.0	3.0	6.0	3.0					Unknown
C-xa_D3oTj6	8.0	8.0	8.0	10.0						Unknown
yBKkp5LT3FX	6.0	3.0	3.0	5.0						Unknown
z2kUV2XQBT2	6.0	6.0	5.0	3.0						Unknown
PEgBEB74JjB	8.0	6.0	6.0	8.0						Unknown
rWW2WAGjfOi	5.0	3.0	3.0	6.0						Unknown
n9iRY8XFfXW	6.0	5.0	5.0							Unknown
YgC62m4CY3r	8.0	6.0	6.0	3.0						Unknown
cnsHSSLnHVV	6.0	8.0	3.0	8.0						Unknown
Y9gIpiWNvtp	3.0	3.0	3.0	3.0						Unknown
FkSp8VW8RjH	8.0	6.0	6.0	8.0						Unknown
jEV-GgJ6kRO	5.0	6.0	5.0	6.0						Unknown
sIoED-yPK9l	6.0	8.0	6.0	3.0	8.0	5.0				Unknown
xACeXHo4sf	5.0	5.0	5.0	6.0						Unknown
Gg5PaJRQbRw	3.0	5.0	5.0	5.0						Unknown
Ki_26lfEmey	5.0	3.0	8.0							Unknown
zhl5bWOCD4v	3.0	5.0	5.0							Unknown
n-bvaLSCC78	6.0	8.0	6.0	6.0						Unknown
3nfMmcditWu	10.0	3.0	1.0							Unknown
d77RVuVg-Mf	8.0	3.0	6.0	8.0						Unknown
ndYrOsNw_B2	6.0	5.0	3.0	5.0						Unknown
3jBXX9Xb1iz	3.0	8.0	6.0	3.0	3.0					Unknown
E94ID_k7CTA	6.0	3.0	3.0							Unknown
WmvIJJgt8L	5.0	3.0	1.0	3.0						Unknown
O7x_ldrlaO7	1.0	3.0	3.0							Unknown
2nocgE1m0A	6.0	6.0	8.0							Unknown
tlhsswFz9x	3.0	3.0	6.0	3.0						Unknown
9ImtNIZ7bYx	6.0	6.0	3.0	8.0						Unknown
qpeAhwxTopw	3.0	3.0	3.0	3.0						Unknown
M95oDwJXayG	6.0	6.0	5.0	8.0						Unknown
WAgXmT8BeRj	6.0	6.0	8.0							Unknown
KDhFkA6MQsW	6.0	8.0	6.0	8.0						Unknown
jTfflGKNEjb	5.0	3.0	5.0	3.0						Unknown
xnscpQU6lvh	5.0	5.0	5.0	5.0						Unknown
BNsuf5g-JRd	3.0	3.0	5.0							Unknown
_E9ibRUQ1iq	5.0	5.0	3.0							Unknown
O4fNuE8F51T	3.0	8.0	6.0							Unknown
t_OZ5jexnbH	3.0	5.0	3.0							Unknown
jBPvRLKP_n_	3.0	5.0	5.0							Unknown
AykEgQNPJEK	5.0	3.0	3.0	5.0						Unknown
yyygh7OqdCQ	6.0	1.0	6.0	1.0						Unknown
zjSeBTEdXp1	5.0	3.0	5.0							Unknown
dYFg48Ye6rl	5.0	3.0	3.0	3.0						Unknown
bz3MAU-RhnW	5.0	5.0	5.0	8.0	3.0					Unknown
f13bbIPM1hG	6.0	3.0	3.0	5.0						Unknown
aqvU0FfRqT	5.0	3.0	3.0							Unknown
